x1,x2,y_oakface,y_clybrkcm,y_distd_wn,y_oakface,y_oakface,y_sndpgaz1
5.51376,1813.64,0.967015,0.891423,0.983261,0.959177,0.971485,0.984194
5.52552,1809.78,0.967796,0.893315,0.983353,0.960459,0.971776,0.985727
5.53733,1805.92,0.968959,0.896175,0.983448,0.960695,0.971371,0.987167
5.54918,1802.07,0.968909,0.899865,0.983553,0.960888,0.970607,0.984942
5.56109,1798.21,0.96713,0.901699,0.98366,0.959833,0.971483,0.987946
5.57305,1794.35,0.966149,0.900861,0.983769,0.95909,0.97422,0.989483
5.58506,1790.49,0.970227,0.901157,0.983881,0.961107,0.974667,0.989386
5.59712,1786.63,0.970549,0.902737,0.983994,0.961104,0.974234,0.990046
5.60924,1782.77,0.970684,0.90275,0.984115,0.961635,0.97186,0.987985
5.62141,1778.91,0.973214,0.90478,0.984236,0.960636,0.972317,0.990508
5.63363,1775.05,0.972099,0.902985,0.984358,0.959089,0.971345,0.990054
5.6459,1771.2,0.973394,0.900234,0.984488,0.959529,0.973216,0.987228
5.65823,1767.34,0.973234,0.900746,0.984623,0.958854,0.968075,0.987993
5.67061,1763.48,0.978763,0.900376,0.984765,0.96051,0.973178,0.987297
5.68304,1759.62,0.975187,0.899236,0.984913,0.960156,0.974908,0.987972
5.69553,1755.76,0.979048,0.899656,0.985068,0.960404,0.973744,0.987446
5.70808,1751.9,0.977957,0.895066,0.985231,0.960493,0.973303,0.987945
5.72068,1748.04,0.974722,0.894118,0.985396,0.961476,0.973188,0.988517
5.73334,1744.18,0.977804,0.892485,0.985566,0.961088,0.973639,0.990115
5.74605,1740.32,0.979439,0.896233,0.985732,0.960595,0.974834,0.98983
5.75882,1736.47,0.977039,0.897054,0.985892,0.960544,0.972996,0.987671
5.77164,1732.61,0.975611,0.896814,0.986053,0.96182,0.973298,0.985697
5.78453,1728.75,0.978795,0.898784,0.986208,0.961682,0.97452,0.987387
5.79747,1724.89,0.980382,0.899096,0.986356,0.96096,0.974393,0.987906
5.81047,1721.03,0.978237,0.900196,0.986488,0.960857,0.972231,0.989007
5.82352,1717.17,0.976316,0.900939,0.986614,0.962709,0.975053,0.990535
5.83664,1713.31,0.976264,0.901466,0.986732,0.961355,0.976645,0.991025
5.84982,1709.45,0.975945,0.904303,0.986827,0.9619,0.975945,0.990212
5.86305,1705.6,0.976645,0.904929,0.986913,0.960359,0.976264,0.991227
5.87635,1701.74,0.975053,0.905164,0.986986,0.962001,0.976316,0.99665
5.8897,1697.88,0.972231,0.904988,0.987038,0.961578,0.978237,0.993142
5.90312,1694.02,0.974393,0.907924,0.987052,0.962516,0.980382,0.993296
5.91659,1690.16,0.97452,0.908648,0.986999,0.961753,0.978795,0.987912
5.93013,1686.3,0.973298,0.914738,0.986795,0.961935,0.975611,0.988822
5.94373,1682.44,0.972996,0.910715,0.986498,0.962088,0.977039,0.99399
5.9574,1678.58,0.974834,0.914006,0.986098,0.962409,0.979439,0.994798
5.97113,1674.72,0.973639,0.916856,0.985538,0.96158,0.977804,0.990045
5.98492,1670.87,0.973188,0.914923,0.984875,0.961554,0.974722,0.991202
5.99877,1667.01,0.973303,0.921651,0.98411,0.960993,0.977957,0.987822
6.01269,1663.15,0.973744,0.920357,0.983162,0.962491,0.979048,0.992724
6.02667,1659.29,0.974908,0.923878,0.982173,0.963167,0.975187,0.989548
6.04072,1655.43,0.973178,0.920622,0.981155,0.961094,0.978763,0.987719
6.05483,1651.57,0.968075,0.921532,0.980172,0.961983,0.973234,0.987791
6.06901,1647.71,0.973216,0.926654,0.979295,0.966353,0.973394,0.983229
6.08326,1643.85,0.971345,0.928014,0.978549,0.963522,0.972099,0.986839
6.09757,1640.0,0.972317,0.929325,0.977993,0.96436,0.973214,0.981858
6.11195,1636.14,0.97186,0.925729,0.977508,0.96422,0.970684,0.984575
6.1264,1632.28,0.974234,0.928895,0.97699,0.965134,0.970549,0.986767
6.14092,1628.42,0.974667,0.932368,0.97644,0.964883,0.970227,0.984114
6.15551,1624.56,0.97422,0.932798,0.975908,0.96239,0.966149,0.988143
6.17016,1620.7,0.971483,0.934327,0.975474,0.962516,0.96713,0.983187
6.18489,1616.84,0.970607,0.934863,0.975176,0.963983,0.968909,0.984905
6.19969,1612.98,0.971371,0.939982,0.975046,0.962836,0.968959,0.986893
6.21455,1609.13,0.971776,0.938709,0.975128,0.963747,0.967796,0.986958
6.22949,1605.27,0.971485,0.937873,0.975296,0.96342,0.967015,0.986209
6.2445,1601.41,0.974083,0.938557,0.975521,0.962477,0.966266,0.984525
6.25959,1597.55,0.974827,0.936078,0.975787,0.965048,0.965096,0.982539
6.27474,1593.69,0.972812,0.937099,0.976067,0.964986,0.960535,0.987011
6.28997,1589.83,0.971475,0.937274,0.976334,0.963714,0.961647,0.988144
6.30528,1585.97,0.971965,0.933949,0.976577,0.964517,0.964479,0.984166
6.32065,1582.11,0.971653,0.933989,0.976796,0.965402,0.964058,0.98395
6.33611,1578.25,0.970461,0.92973,0.977012,0.96505,0.963593,0.983109
6.35164,1574.4,0.969099,0.928918,0.977219,0.965056,0.958628,0.979216
6.36724,1570.54,0.969584,0.925518,0.977413,0.963771,0.961384,0.985214
6.38293,1566.68,0.970432,0.927929,0.977596,0.963802,0.962924,0.985178
6.39869,1562.82,0.970742,0.923824,0.977773,0.965595,0.961575,0.982049
6.41453,1558.96,0.965412,0.921466,0.977946,0.964787,0.960878,0.982809
6.43044,1555.1,0.972906,0.9239,0.978113,0.964793,0.960941,0.985278
6.44644,1551.24,0.973038,0.92402,0.978272,0.964659,0.957455,0.984382
6.46251,1547.38,0.975319,0.920428,0.978424,0.963943,0.959177,0.981025
6.47867,1543.53,0.971872,0.9134,0.978571,0.964866,0.960459,0.978891
6.49491,1539.67,0.96509,0.916202,0.978684,0.965125,0.960695,0.981446
6.51123,1535.81,0.969213,0.923613,0.978786,0.964229,0.960888,0.982837
6.52763,1531.95,0.972068,0.927208,0.97888,0.965336,0.959833,0.986381
6.54411,1528.09,0.971949,0.92804,0.978973,0.96491,0.95909,0.986358
6.56068,1524.23,0.970387,0.92587,0.97907,0.962615,0.961107,0.982609
6.57733,1520.37,0.969287,0.922755,0.979163,0.963061,0.961104,0.98264
6.59407,1516.51,0.972111,0.928418,0.979255,0.963637,0.961635,0.985615
6.61089,1512.65,0.974855,0.935578,0.979347,0.964431,0.960636,0.985471
6.6278,1508.8,0.9732,0.930796,0.979445,0.961775,0.959089,0.9877
6.64479,1504.94,0.969945,0.932628,0.979542,0.96397,0.959529,0.990446
6.66187,1501.08,0.973934,0.93931,0.979629,0.962568,0.958854,0.986402
6.67904,1497.22,0.97355,0.940927,0.979724,0.962815,0.96051,0.985681
6.6963,1493.36,0.973916,0.945038,0.979818,0.961518,0.960156,0.988986
6.71365,1489.5,0.97102,0.943561,0.979912,0.961546,0.960404,0.986258
6.73109,1485.64,0.975074,0.943851,0.980002,0.961986,0.960493,0.986629
6.74862,1481.78,0.975716,0.944936,0.980094,0.962096,0.961476,0.986924
6.76624,1477.93,0.973124,0.94663,0.980192,0.962109,0.961088,0.988191
6.78395,1474.07,0.97182,0.945506,0.980287,0.961516,0.960595,0.98792
6.80175,1470.21,0.971855,0.948973,0.980372,0.961,0.960544,0.989916
6.81965,1466.35,0.973708,0.94646,0.980443,0.961736,0.96182,0.990729
6.83765,1462.49,0.972086,0.950895,0.980506,0.962606,0.961682,0.98995
6.85574,1458.63,0.972703,0.95134,0.980553,0.961325,0.96096,0.987656
6.87392,1454.77,0.973412,0.952231,0.980598,0.960415,0.960857,0.990574
6.8922,1450.91,0.973399,0.955545,0.98065,0.959337,0.962709,0.991596
6.91058,1447.05,0.973255,0.955576,0.980718,0.960361,0.961355,0.989834
6.92906,1443.2,0.974972,0.956283,0.980797,0.96063,0.9619,0.988684
6.94764,1439.34,0.975837,0.954452,0.980881,0.96099,0.960359,0.988657
6.96631,1435.48,0.975868,0.958996,0.980961,0.962757,0.962001,0.989016
6.98509,1431.62,0.973888,0.958384,0.981033,0.960112,0.961578,0.98989
7.00397,1427.76,0.974149,0.958784,0.981099,0.961677,0.962516,0.988844
7.02295,1423.9,0.971378,0.960601,0.981166,0.959294,0.961753,0.987851
7.04203,1420.04,0.971336,0.960383,0.98123,0.959795,0.961935,0.98859
7.06122,1416.18,0.973779,0.962915,0.981288,0.961191,0.962088,0.988153
7.08052,1412.33,0.97344,0.962078,0.981345,0.960195,0.962409,0.990067
7.09991,1408.47,0.975481,0.960451,0.981393,0.960742,0.96158,0.99041
7.11942,1404.61,0.974489,0.960502,0.981431,0.958561,0.961554,0.985594
7.13903,1400.75,0.975374,0.961164,0.981471,0.958461,0.960993,0.986942
7.15875,1396.89,0.975785,0.962418,0.98151,0.959561,0.962491,0.985688
7.17858,1393.03,0.975286,0.963285,0.98155,0.96,0.963167,0.986658
7.19852,1389.17,0.976411,0.964371,0.98159,0.958082,0.961094,0.988749
7.21858,1385.31,0.9763,0.964666,0.98165,0.960354,0.961983,0.985347
7.23874,1381.45,0.977616,0.966905,0.981711,0.957776,0.966353,0.985756
7.25902,1377.6,0.975387,0.967132,0.981772,0.9595,0.963522,0.987506
7.27941,1373.74,0.975406,0.969796,0.981843,0.956363,0.96436,0.984905
7.29991,1369.88,0.974737,0.970792,0.981893,0.959663,0.96422,0.984708
7.32053,1366.02,0.975982,0.970771,0.981934,0.956309,0.965134,0.981423
7.34127,1362.16,0.975464,0.971409,0.981975,0.957973,0.964883,0.980083
7.36213,1358.3,0.974674,0.972067,0.982015,0.959094,0.96239,0.982686
7.3831,1354.44,0.97627,0.97109,0.982052,0.960375,0.962516,0.982605
7.4042,1350.58,0.976895,0.972178,0.982104,0.962535,0.963983,0.981165
7.42541,1346.73,0.975756,0.972135,0.982161,0.969824,0.962836,0.980925
7.44675,1342.87,0.975263,0.972837,0.982228,0.957686,0.963747,0.981411
7.46821,1339.01,0.973801,0.974759,0.982299,0.962232,0.96342,0.980005
7.48979,1335.15,0.97453,0.976974,0.982358,0.961689,0.962477,0.979206
7.5115,1331.29,0.975509,0.975996,0.982412,0.958791,0.965048,0.978938
7.53334,1327.43,0.975801,0.97498,0.982459,0.959405,0.964986,0.979962
7.5553,1323.57,0.976294,0.975605,0.982494,0.960743,0.963714,0.979143
7.57739,1319.71,0.976193,0.977913,0.982538,0.959557,0.964517,0.977685
7.59961,1315.86,0.975277,0.978041,0.982582,0.961406,0.965402,0.976909
7.62197,1312.0,0.976138,0.978752,0.982643,0.957386,0.96505,0.974965
7.64445,1308.14,0.975506,0.980371,0.982718,0.962072,0.965056,0.971675
7.66707,1304.28,0.976786,0.980911,0.982785,0.963446,0.963771,0.974041
7.68982,1300.42,0.977155,0.982277,0.982849,0.964325,0.963802,0.973516
7.7127,1296.56,0.978012,0.981636,0.982899,0.961834,0.965595,0.971689
7.73573,1292.7,0.97762,0.982765,0.982944,0.961336,0.964787,0.968033
7.75889,1288.84,0.976841,0.982847,0.982981,0.957581,0.964793,0.966072
7.78219,1284.98,0.976215,0.982413,0.983019,0.958789,0.964659,0.966901
7.80563,1281.13,0.978009,0.984421,0.983082,0.959882,0.963943,0.965763
7.82921,1277.27,0.978299,0.983004,0.983153,0.960089,0.964866,0.961749
7.85294,1273.41,0.978175,0.984707,0.983224,0.96037,0.965125,0.958991
7.8768,1269.55,0.977308,0.984781,0.983286,0.960699,0.964229,0.954945
7.90082,1265.69,0.978464,0.984796,0.983358,0.960087,0.965336,0.949313
7.92498,1261.83,0.977431,0.984292,0.98343,0.962456,0.96491,0.939923
7.94929,1257.97,0.9778,0.983918,0.983502,0.963167,0.962615,0.929467
7.97375,1254.11,0.977224,0.98191,0.983568,0.959923,0.963061,0.917344
7.99836,1250.26,0.977644,0.982227,0.983641,0.962796,0.963637,0.905262
8.02312,1246.4,0.977183,0.978433,0.983701,0.961566,0.964431,0.887606
8.04804,1242.54,0.977911,0.977862,0.983764,0.963321,0.961775,0.870432
8.07311,1238.68,0.977109,0.9732,0.983819,0.96412,0.96397,0.854176
8.09834,1234.82,0.977328,0.970864,0.98388,0.96244,0.962568,0.832209
8.12373,1230.96,0.976588,0.970704,0.983941,0.961091,0.962815,0.813229
8.14927,1227.1,0.976409,0.966699,0.983997,0.963257,0.961518,0.789324
8.17498,1223.24,0.975776,0.964338,0.984053,0.962079,0.961546,0.768631
8.20085,1219.38,0.975455,0.960865,0.984115,0.961241,0.961986,0.751306
8.22688,1215.53,0.97599,0.958908,0.984171,0.963316,0.962096,0.745867
8.25309,1211.67,0.97508,0.956874,0.984229,0.962592,0.962109,0.740721
8.27945,1207.81,0.97553,0.954831,0.984293,0.962553,0.961516,0.735749
8.30599,1203.95,0.973934,0.954655,0.98435,0.962745,0.961,0.73982
8.3327,1200.09,0.975226,0.95213,0.984409,0.9636,0.961736,0.743368
8.35958,1196.23,0.974236,0.950257,0.984473,0.963747,0.962606,0.750504
8.38663,1192.37,0.975482,0.952222,0.984541,0.961516,0.961325,0.753888
8.41386,1188.51,0.973811,0.949229,0.984609,0.9635,0.960415,0.762798
8.44127,1184.66,0.974357,0.949351,0.984679,0.961688,0.959337,0.768317
8.46885,1180.8,0.97179,0.945722,0.984757,0.961627,0.960361,0.774966
8.49662,1176.94,0.971583,0.945054,0.984835,0.963096,0.96063,0.781428
8.52457,1173.08,0.972443,0.9441,0.984909,0.965189,0.96099,0.783852
8.5527,1169.22,0.970899,0.943887,0.984993,0.963577,0.962757,0.789286
8.58102,1165.36,0.971145,0.943196,0.985069,0.962502,0.960112,0.797201
8.60953,1161.5,0.970657,0.944155,0.985147,0.963964,0.961677,0.80844
8.63823,1157.64,0.970681,0.941051,0.985221,0.964203,0.959294,0.819494
8.66712,1153.78,0.969754,0.940095,0.985302,0.963365,0.959795,0.818177
8.6962,1149.93,0.970134,0.936745,0.985375,0.962688,0.961191,0.809905
8.72548,1146.07,0.970027,0.934146,0.985451,0.963692,0.960195,0.806307
8.75496,1142.21,0.970112,0.932123,0.985532,0.965824,0.960742,0.797905
8.78464,1138.35,0.969276,0.93065,0.985616,0.964617,0.958561,0.793431
8.81452,1134.49,0.9704,0.927388,0.985698,0.965433,0.958461,0.788424
8.8446,1130.63,0.970455,0.92499,0.985789,0.964964,0.959561,0.787093
8.87489,1126.77,0.970601,0.921705,0.98588,0.96449,0.96,0.786325
8.90539,1122.91,0.970427,0.916549,0.985981,0.966904,0.958082,0.781768
8.9361,1119.06,0.969835,0.915384,0.986073,0.9645,0.960354,0.779166
8.96702,1115.2,0.970435,0.912603,0.986176,0.965815,0.957776,0.77376
8.99816,1111.34,0.969176,0.909158,0.986271,0.965956,0.9595,0.771953
9.02951,1107.48,0.971794,0.906497,0.986363,0.964323,0.956363,0.770946
9.06108,1103.62,0.970803,0.900336,0.986459,0.962706,0.959663,0.766246
9.09287,1099.76,0.97054,0.898819,0.986555,0.965416,0.956309,0.764627
9.12489,1095.9,0.968964,0.898463,0.986649,0.967018,0.957973,0.761916
9.15713,1092.04,0.969436,0.894383,0.986748,0.965602,0.959094,0.756727
9.18961,1088.18,0.970374,0.895487,0.986844,0.962053,0.960375,0.753778
9.22231,1084.33,0.96842,0.897023,0.986943,0.964456,0.962535,0.752999
9.25525,1080.47,0.969736,0.897182,0.987051,0.963501,0.969824,0.751125
9.28842,1076.61,0.967822,0.90027,0.987155,0.963603,0.957686,0.749404
9.32183,1072.75,0.969147,0.901548,0.987272,0.96668,0.962232,0.748256
9.35548,1068.89,0.969257,0.905105,0.98739,0.966004,0.961689,0.76046
9.38938,1065.03,0.969471,0.908102,0.987509,0.96748,0.958791,0.77355
9.42352,1061.17,0.968257,0.910958,0.987675,0.965273,0.959405,0.792496
9.45792,1057.31,0.969099,0.915342,0.987926,0.96468,0.960743,0.806231
9.49256,1053.46,0.969632,0.917649,0.988238,0.962331,0.959557,0.822109
9.52746,1049.6,0.969839,0.921357,0.988557,0.963989,0.961406,0.835661
9.56262,1045.74,0.96836,0.923025,0.988838,0.966297,0.957386,0.84748
9.59803,1041.88,0.968511,0.923442,0.989029,0.966006,0.962072,0.852949
9.63371,1038.02,0.968471,0.923979,0.989088,0.966312,0.963446,0.866789
9.66966,1034.16,0.968544,0.925236,0.989057,0.964423,0.964325,0.871058
9.70588,1030.3,0.968188,0.925652,0.988984,0.965551,0.961834,0.876438
9.74236,1026.44,0.968123,0.929184,0.988926,0.965086,0.961336,0.883656
9.77913,1022.58,0.968536,0.927557,0.988931,0.966822,0.957581,0.887252
9.81617,1018.73,0.968954,0.929244,0.989053,0.97003,0.958789,0.892624
9.85349,1014.87,0.967595,0.929399,0.98919,0.968802,0.959882,0.895315
9.8911,1011.01,0.967668,0.931071,0.989333,0.966809,0.960089,0.898134
9.929,1007.15,0.967902,0.93289,0.989494,0.967743,0.96037,0.902389
9.96719,1003.29,0.967863,0.933884,0.989667,0.966165,0.960699,0.905652
10.0057,999.433,0.968534,0.936036,0.98985,0.969265,0.960087,0.910612
10.0444,995.574,0.969215,0.936058,0.990044,0.969604,0.962456,0.912724
10.0835,991.715,0.969181,0.935901,0.990237,0.966011,0.963167,0.916219
10.1229,987.857,0.969553,0.935948,0.990424,0.966932,0.959923,0.924643
10.1626,983.998,0.968923,0.936973,0.990603,0.968713,0.962796,0.926837
10.2026,980.139,0.968762,0.938578,0.990783,0.966291,0.961566,0.929822
10.243,976.28,0.968458,0.935836,0.990954,0.966608,0.963321,0.933917
10.2836,972.421,0.969261,0.936911,0.991124,0.966988,0.96412,0.935825
10.3246,968.562,0.969784,0.938478,0.991288,0.968742,0.96244,0.9392
10.3659,964.704,0.968906,0.937481,0.991453,0.968435,0.961091,0.94646
10.4075,960.845,0.96931,0.937668,0.991605,0.968696,0.963257,0.946621
10.4495,956.986,0.968599,0.938996,0.991752,0.965664,0.962079,0.949756
10.4918,953.127,0.969977,0.93996,0.9919,0.965892,0.961241,0.949849
10.5344,949.268,0.969541,0.94015,0.992031,0.964762,0.963316,0.953026
10.5774,945.41,0.9693,0.939083,0.99216,0.970371,0.962592,0.957449
10.6208,941.551,0.969483,0.939446,0.99228,0.968755,0.962553,0.955813
10.6645,937.692,0.969534,0.942166,0.992397,0.968412,0.962745,0.956222
10.7085,933.833,0.968712,0.941088,0.992502,0.966032,0.9636,0.959404
10.753,929.974,0.969599,0.944259,0.992601,0.966555,0.963747,0.958823
10.7978,926.115,0.969914,0.945946,0.99269,0.969445,0.961516,0.961485
10.843,922.257,0.969712,0.945744,0.992768,0.968175,0.9635,0.961378
10.8885,918.398,0.969793,0.947215,0.992831,0.968037,0.961688,0.957789
10.9345,914.539,0.970254,0.948826,0.992887,0.967473,0.961627,0.959077
10.9808,910.68,0.97105,0.95083,0.992923,0.966139,0.963096,0.961172
11.0275,906.821,0.97112,0.952641,0.99295,0.966928,0.965189,0.963452
11.0746,902.963,0.970062,0.953521,0.992951,0.967565,0.963577,0.964708
11.1222,899.104,0.971239,0.955428,0.992937,0.966072,0.962502,0.963583
11.1701,895.245,0.971442,0.955853,0.992897,0.963986,0.963964,0.965713
11.2185,891.386,0.969844,0.958893,0.992838,0.964189,0.964203,0.966578
11.2672,887.527,0.971999,0.95957,0.99275,0.9648,0.963365,0.964253
11.3164,883.669,0.971775,0.961001,0.992642,0.964335,0.962688,0.964056
11.3661,879.81,0.971932,0.961345,0.992513,0.965003,0.963692,0.967399
11.4162,875.951,0.971828,0.962651,0.992354,0.964721,0.965824,0.967682
11.4667,872.092,0.971349,0.964266,0.992177,0.965653,0.964617,0.968903
11.5176,868.233,0.971442,0.963436,0.991968,0.962679,0.965433,0.968749
11.569,864.374,0.971999,0.96446,0.991731,0.964366,0.964964,0.971611
11.6209,860.516,0.971471,0.968846,0.991468,0.963088,0.96449,0.971902
11.6733,856.657,0.972207,0.967879,0.991163,0.961565,0.966904,0.972056
11.7261,852.798,0.973912,0.968206,0.990818,0.959184,0.9645,0.972995
11.7794,848.939,0.972463,0.97148,0.990434,0.956549,0.965815,0.97105
11.8332,845.08,0.973044,0.972734,0.990012,0.960361,0.965956,0.975858
11.8875,841.222,0.973886,0.97355,0.989537,0.958578,0.964323,0.978918
11.9422,837.363,0.973285,0.975251,0.989008,0.958326,0.962706,0.97726
11.9975,833.504,0.97371,0.975561,0.988435,0.961947,0.965416,0.98176
12.0533,829.645,0.973077,0.978042,0.987814,0.969908,0.967018,0.982151
12.1097,825.786,0.972599,0.978951,0.987139,0.965514,0.965602,0.981744
12.1665,821.927,0.973608,0.981629,0.986433,0.967737,0.962053,0.981257
12.2239,818.069,0.973268,0.97973,0.985691,0.967695,0.964456,0.988638
12.2818,814.21,0.97264,0.980358,0.984925,0.967292,0.963501,0.988422
12.3403,810.351,0.972732,0.98232,0.984135,0.968868,0.963603,0.993623
12.3994,806.492,0.972397,0.982834,0.983328,0.966577,0.96668,0.981517
12.459,802.633,0.971336,0.980054,0.982524,0.963074,0.966004,0.967423
12.5192,798.775,0.971984,0.978156,0.98172,0.964687,0.96748,0.959671
12.5799,794.916,0.973585,0.978525,0.980921,0.960037,0.965273,0.954565
12.6413,791.057,0.972811,0.977966,0.980124,0.96212,0.96468,0.955364
12.7033,787.198,0.973772,0.976157,0.979331,0.962051,0.962331,0.95319
12.7658,783.339,0.972709,0.975065,0.978539,0.957925,0.963989,0.947112
12.829,779.48,0.972507,0.975897,0.977748,0.955995,0.966297,0.939739
12.8929,775.622,0.972859,0.97285,0.976951,0.951861,0.966006,0.940332
12.9573,771.763,0.973287,0.974911,0.976145,0.949487,0.966312,0.94468
13.0224,767.904,0.972467,0.974112,0.975321,0.95146,0.964423,0.949052
13.0882,764.045,0.973485,0.976637,0.974483,0.963688,0.965551,0.951206
13.1547,760.186,0.973797,0.974034,0.973628,0.966722,0.965086,0.954162
13.2218,756.328,0.974443,0.974577,0.972755,0.969425,0.966822,0.959679
13.2896,752.469,0.973007,0.975928,0.971873,0.968711,0.97003,0.968567
13.3581,748.61,0.973089,0.97523,0.971004,0.973216,0.968802,0.972335
13.4273,744.751,0.971772,0.976171,0.970144,0.970301,0.966809,0.969551
13.4972,740.892,0.972386,0.976827,0.969304,0.974037,0.967743,0.972823
13.5679,737.033,0.97245,0.974822,0.968476,0.973836,0.966165,0.977132
13.6393,733.175,0.974574,0.97668,0.967651,0.968529,0.969265,0.979717
13.7115,729.316,0.971533,0.97601,0.966838,0.970869,0.969604,0.979793
13.7844,725.457,0.972774,0.978155,0.966039,0.97539,0.966011,0.980885
13.8581,721.598,0.972855,0.976457,0.965265,0.975956,0.966932,0.978865
13.9326,717.739,0.97368,0.982274,0.964528,0.975593,0.968713,0.986147
14.0079,713.881,0.973051,0.981619,0.963829,0.972172,0.966291,0.982565
14.0841,710.022,0.973456,0.977683,0.963143,0.97303,0.966608,0.985176
14.161,706.163,0.972621,0.979824,0.96246,0.972608,0.966988,0.988489
14.2388,702.304,0.975639,0.979622,0.961771,0.972688,0.968742,0.981076
14.3175,698.445,0.974131,0.979524,0.961102,0.972659,0.968435,0.986385
14.397,694.587,0.975169,0.976188,0.960436,0.973086,0.968696,0.982283
14.4775,690.728,0.974855,0.975476,0.959794,0.969277,0.965664,0.984235
14.5588,686.869,0.973462,0.977953,0.959163,0.972906,0.965892,0.981849
